Date;Time;Operation Mode;System Status;Flow [m3/h] W1-BF1;Flow [m³/h] W3-BF1 OR HW VFD Speed [Hz];Inlet Pressure [Bar];Outlet Pressure [Bar];Diff. Pressure [Bar];Uv Unit Temperature [C];Uv-I Sensor [W/m2];Total Lamp Pwr [kW];Calculated [m3];ByPass;Alarm;Flow Limit;Allowed Flow [m3];FullTime
02-01-2023;18:48:47;System Idle;system Idle;0;0;1,66;1,65;0,01;17,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 18:48:47
02-01-2023;18:53:48;System Idle;system Idle;0;0;1,68;1,67;0,01;17,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 18:53:48
02-01-2023;18:58:48;System Idle;system Idle;0;0;1,7;1,69;0,01;17,3;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 18:58:48
02-01-2023;19:03:49;System Idle;system Idle;0;0;1,72;1,71;0,01;17,3;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:03:49
02-01-2023;19:08:49;System Idle;system Idle;0;0;1,74;1,73;0,01;17,4;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:08:49
02-01-2023;19:13:50;System Idle;system Idle;0;0;1,76;1,75;0,02;17,4;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:13:50
02-01-2023;19:18:50;System Idle;system Idle;0;0;1,79;1,78;0,01;17,5;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:18:50
02-01-2023;19:23:51;System Idle;system Idle;0;0;1,81;1,8;0,01;17,5;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:23:51
02-01-2023;19:28:51;System Idle;system Idle;0;0;1,83;1,82;0,01;17,5;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:28:51
02-01-2023;19:33:52;System Idle;system Idle;0;0;1,85;1,84;0,01;17,6;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:33:52
02-01-2023;19:38:52;System Idle;system Idle;0;0;1,87;1,86;0,01;17,6;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:38:52
02-01-2023;19:43:53;System Idle;system Idle;0;0;1,89;1,88;0,01;17,7;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:43:53
02-01-2023;19:48:53;System Idle;system Idle;0;0;1,91;1,9;0,01;17,7;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:48:53
02-01-2023;19:53:54;System Idle;system Idle;0;0;1,93;1,92;0,01;17,8;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:53:54
02-01-2023;19:58:54;System Idle;system Idle;0;0;1,95;1,94;0,01;17,8;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 19:58:54
02-01-2023;20:03:55;System Idle;system Idle;0;0;1,97;1,96;0,01;17,9;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:03:55
02-01-2023;20:08:54;System Idle;system Idle;0;0;1,99;1,98;0,01;17,9;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:08:54
02-01-2023;20:13:55;System Idle;system Idle;0;0;2,01;2;0,01;18;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:13:55
02-01-2023;20:18:55;System Idle;system Idle;0;0;2,03;2,02;0,01;18;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:18:55
02-01-2023;20:23:56;System Idle;system Idle;0;0;2,05;2,04;0,01;18;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:23:56
02-01-2023;20:28:56;System Idle;system Idle;0;0;2,07;2,06;0,01;18,1;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:28:56
02-01-2023;20:33:57;System Idle;system Idle;0;0;2,08;2,07;0,01;18,1;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:33:57
02-01-2023;20:38:57;System Idle;system Idle;0;0;2,1;2,09;0,01;18,1;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:38:57
02-01-2023;20:43:58;System Idle;system Idle;0;0;2,12;2,11;0,01;18,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:43:58
02-01-2023;20:48:58;System Idle;system Idle;0;0;2,14;2,13;0,01;18,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:48:58
02-01-2023;20:53:59;System Idle;system Idle;0;0;2,16;2,15;0,01;18,3;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:53:59
02-01-2023;20:58:59;System Idle;system Idle;0;0;2,17;2,16;0,01;18,3;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 20:58:59
02-01-2023;21:04:00;System Idle;system Idle;0;0;2,19;2,18;0,01;18,3;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:04:00
02-01-2023;21:09:00;System Idle;system Idle;0;0;2,21;2,2;0,01;18,4;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:09:00
02-01-2023;21:14:01;System Idle;system Idle;0;0;2,23;2,22;0,02;18,4;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:14:01
02-01-2023;21:19:01;System Idle;system Idle;0;0;2,24;2,23;0,01;18,4;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:19:01
02-01-2023;21:24:02;System Idle;system Idle;0;0;2,26;2,25;0,01;18,5;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:24:02
02-01-2023;21:29:02;System Idle;system Idle;0;0;2,28;2,27;0,01;18,5;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:29:02
02-01-2023;21:34:03;System Idle;system Idle;0;0;2,3;2,29;0,02;18,5;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:34:03
02-01-2023;21:39:03;System Idle;system Idle;0;0;2,31;2,3;0,01;18,6;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:39:03
02-01-2023;21:44:04;System Idle;system Idle;0;0;2,33;2,32;0,01;18,6;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:44:04
02-01-2023;21:49:05;System Idle;system Idle;0;0;2,35;2,34;0,01;18,7;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:49:05
02-01-2023;21:54:05;System Idle;system Idle;0;0;2,36;2,35;0,01;18,7;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:54:05
02-01-2023;21:59:06;System Idle;system Idle;0;0;2,38;2,37;0,01;18,7;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 21:59:06
02-01-2023;22:04:06;System Idle;system Idle;0;0;2,4;2,39;0,01;18,8;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:04:06
02-01-2023;22:09:07;System Idle;system Idle;0;0;2,41;2,4;0,01;18,8;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:09:07
02-01-2023;22:14:07;System Idle;system Idle;0;0;2,43;2,42;0,01;18,8;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:14:07
02-01-2023;22:19:08;System Idle;system Idle;0;0;2,44;2,43;0,01;18,8;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:19:08
02-01-2023;22:24:08;System Idle;system Idle;0;0;2,46;2,45;0,01;18,9;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:24:08
02-01-2023;22:29:09;System Idle;system Idle;0;0;2,48;2,47;0,01;18,9;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:29:09
02-01-2023;22:34:09;System Idle;system Idle;0;0;2,49;2,48;0,01;18,9;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:34:09
02-01-2023;22:39:10;System Idle;system Idle;0;0;2,51;2,5;0,01;18,9;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:39:10
02-01-2023;22:44:10;System Idle;system Idle;0;0;2,53;2,52;0,01;19;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:44:10
02-01-2023;22:49:11;System Idle;system Idle;0;0;2,54;2,53;0,01;19;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:49:11
02-01-2023;22:54:11;System Idle;system Idle;0;0;2,56;2,55;0,01;19;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:54:11
02-01-2023;22:59:12;System Idle;system Idle;0;0;2,57;2,56;0,01;19,1;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 22:59:12
02-01-2023;23:04:12;System Idle;system Idle;0;0;2,59;2,58;0,01;19,1;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:04:12
02-01-2023;23:09:13;System Idle;system Idle;0;0;2,6;2,59;0,01;19,1;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:09:13
02-01-2023;23:14:13;System Idle;system Idle;0;0;2,62;2,61;0,01;19,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:14:13
02-01-2023;23:19:14;System Idle;system Idle;0;0;2,63;2,62;0,01;19,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:19:14
02-01-2023;23:24:15;System Idle;system Idle;0;0;2,65;2,64;0,01;19,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:24:15
02-01-2023;23:29:15;System Idle;system Idle;0;0;2,66;2,65;0,01;19,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:29:15
02-01-2023;23:34:15;System Idle;system Idle;0;0;2,68;2,67;0,01;19,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:34:15
02-01-2023;23:39:16;System Idle;system Idle;0;0;2,7;2,69;0,01;19,2;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:39:16
02-01-2023;23:44:17;System Idle;system Idle;0;0;2,71;2,7;0,01;19,3;1;0;14,3;System In Line;System Ok;500;35;02-01-2023 23:44:17
02-01-2023;23:49:17;System Idle;System not Ready;0;0;2,73;2,72;0,01;19,3;1;0;14,3;System ByPassed;System In Alarm;500;35;02-01-2023 23:49:17
02-01-2023;23:54:18;System Idle;System not Ready;0;0;2,74;2,73;0,01;19,4;1;0;14,3;System ByPassed;System In Alarm;500;35;02-01-2023 23:54:18
02-01-2023;23:59:18;System Idle;System not Ready;0;0;2,76;2,75;0,01;19,4;1;0;14,3;System ByPassed;System In Alarm;500;35;02-01-2023 23:59:18
